82197,0,3788,14,0.0,42.0,7.577981651376147,6.0,7.214019961135629,0.0,19.0,2.9724770642201834,1.0,4.060231646115299,0.0,30.0,2.853211009174312,1.0,4.581225524256472,0.0,38.0,7.238532110091743,6.0,6.892222824312785,-23.0,19.0,0.11926605504587157,0.0,6.300902470153702,3,3,0,3,3,13,187,4,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0
55975,53564,774,50,0.0,154.0,35.05555555555556,8.5,48.57179362348553,0.0,138.0,12.722222222222221,1.0,29.069945448780285,0.0,83.0,11.36111111111111,1.0,22.650917050085994,0.0,143.0,32.263888888888886,6.5,44.88503618986436,-82.0,138.0,1.3611111111111112,-0.5,34.08294847197364,1,1,0,1,1,14,115,1,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0
513160,0,73487,42,0.0,1406.0,115.12751677852349,32.0,210.73837237631923,0.0,1036.0,42.65771812080537,8.0,119.14813811499339,0.0,1303.0,43.14093959731544,6.0,132.97898204690563,0.0,1354.0,106.85906040268456,32.0,197.44036633078676,-1200.0,1036.0,-0.48322147651006714,-1.0,174.66253575490506,11,3,6,8,-3,50,95,78,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0
634995,0,463,1,0.0,806.0,11.291044776119403,1.0,70.49513846124168,0.0,806.0,7.574626865671642,0.0,69.435826365571,0.0,76.0,2.6044776119402986,0.0,8.50550186882253,0.0,806.0,10.649253731343284,1.0,70.25478763764251,-69.0,806.0,4.970149253731344,0.0,69.85058043098057,0,0,0,0,0,58,125,2,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1
2626792,2423,203562,18,48.0,442.0,232.04761904761904,235.0,127.57200625546874,3.0,436.0,119.0952380952381,60.0,128.1661513749892,0.0,304.0,60.285714285714285,0.0,102.41704790063163,45.0,436.0,219.57142857142858,212.0,120.66268268689072,-265.0,436.0,58.80952380952381,56.0,190.34970800573475,399,18,57,363,-39,57,79,131,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1
253349,0,1888,44,0.0,45.0,4.879432624113475,2.0,6.820364975680471,0.0,45.0,2.0425531914893615,0.0,4.75927216025703,0.0,26.0,1.6453900709219857,0.0,3.6146564373258787,0.0,45.0,4.51063829787234,2.0,6.459494108022929,-26.0,45.0,0.3971631205673759,0.0,5.927313185373721,2,2,0,2,2,25,58,1,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0
4526533,0,111134,9,0.0,752.0,65.8108108108108,29.0,107.48433898187035,0.0,408.0,29.027027027027028,9.0,61.37984812645186,0.0,458.0,23.5472972972973,4.0,61.19423379250822,0.0,682.0,61.067567567567565,28.0,96.26691933861879,-252.0,408.0,5.47972972972973,-2.0,71.35772743572919,221,15,58,192,-43,56,42,47,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0
1501468,0,50185,8,0.0,891.0,124.875,87.0,140.47891671587828,0.0,857.0,54.225,26.5,94.6551162994725,0.0,844.0,44.46666666666667,9.5,100.61104423582047,0.0,857.0,119.1,83.0,134.38591196004631,-797.0,857.0,9.758333333333333,-5.0,138.63200663587352,196,7,33,181,-26,62,13,88,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0
98168,0,1843,36,0.0,391.0,34.27615062761506,22.0,44.13405662546769,0.0,247.0,13.891213389121338,6.0,26.666322730810748,0.0,180.0,12.912133891213388,4.0,23.124834484240008,0.0,374.0,32.05439330543933,20.0,41.14268939606049,-146.0,180.0,0.9790794979079498,-2.0,31.086119775026926,29,9,20,29,-11,37,137,163,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0
1204214,0,6418,1,0.0,104.0,5.9010989010989015,3.0,11.674669626174802,0.0,17.0,1.4395604395604396,0.0,2.6775780068208657,0.0,87.0,2.9835164835164836,0.0,9.128192817741098,0.0,101.0,5.450549450549451,2.5,11.024711240656707,-70.0,12.0,-1.543956043956044,0.0,8.22724913356586,0,0,0,0,0,58,23,2,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0
